#genename	D. discoideum gene name	
#ddb_g	D. discoideum dictybase gene ID	
#jgi_id	D. purpureum JGI gene ID	
#		
genename	ddb_g	jgi_id
DDB_G0286729	DDB_G0286729	99017
arpF	DDB_G0287007	99023
DDB_G0286467	DDB_G0286467	99031
gcsA	DDB_G0284651	96768
cf60	DDB_G0284363	96769
H1	DDB_G0285319	96773
DDB_G0283159	DDB_G0283159	96781
CYP515B1	DDB_G0282283	99050
mybV	DDB_G0279281	99058
DDB_G0293582	DDB_G0293582	99071
DDB_G0277313	DDB_G0277313	99083
DDB_G0267942	DDB_G0267942	99088
DDB_G0293184	DDB_G0293184	96792
gefF	DDB_G0293006	96796
ncstn	DDB_G0287801	96800
gefB	DDB_G0269222	99093
DDB_G0269710	DDB_G0269710	99095
DDB_G0284633	DDB_G0284633	99127
DDB_G0290545	DDB_G0290545	99129
DDB_G0277601	DDB_G0277601	99138
pakA	DDB_G0269166	96263
DDB_G0270472	DDB_G0270472	96265
DDB_G0270932	DDB_G0270932	96273
DDB_G0269718	DDB_G0269718	96275
mybE	DDB_G0281969	99144
ptpC	DDB_G0282145	99148
DDB_G0287287	DDB_G0287287	99153
DDB_G0271808	DDB_G0271808	99158
DDB_G0282209	DDB_G0282209	99163
DDB_G0282213	DDB_G0282213	99164
DDB_G0281733	DDB_G0281733	99170
DDB_G0281743	DDB_G0281743	99174
DDB_G0281747	DDB_G0281747	99175
DDB_G0269594	DDB_G0269594	99176
DDB_G0290965	DDB_G0290965	99195
DDB_G0274165	DDB_G0274165	96821
rplp1B	DDB_G0287995	96828
DDB_G0289273	DDB_G0289273	96829
DDB_G0295743	DDB_G0295743	96831
DDB_G0276149	DDB_G0276149	99196
gxcJJ	DDB_G0275679	99199
DDB_G0278521	DDB_G0278521	99201
prafB	DDB_G0285007	99208
DDB_G0270520	DDB_G0270520	99220
zpr1	DDB_G0269438	99221
vps18	DDB_G0269924	99222
alg9	DDB_G0279349	96848
aurK	DDB_G0279343	96852
DDB_G0283753	DDB_G0283753	99239
cdc25	DDB_G0283617	99240
DDB_G0293050	DDB_G0293050	99242
DDB_G0268394	DDB_G0268394	99245
DDB_G0270742	DDB_G0270742	99247
DDB_G0284245	DDB_G0284245	99253
CYP519A1	DDB_G0274623	96856
DDB_G0291906	DDB_G0291906	96860
DDB_G0291918	DDB_G0291918	96861
DDB_G0271884	DDB_G0271884	96862
DDB_G0271754	DDB_G0271754	96863
DDB_G0272674	DDB_G0272674	96865
DDB_G0275539	DDB_G0275539	99283
DDB_G0285333	DDB_G0285333	99293
carA-1	DDB_G0273397	99295
DDB_G0273483	DDB_G0273483	99296
atg4-1	DDB_G0273443	99299
DDB_G0290177	DDB_G0290177	99303
ncfA	DDB_G0288773	99304
DDB_G0286003	DDB_G0286003	99316
DDB_G0284337	DDB_G0284337	99321
DDB_G0284289	DDB_G0284289	99322
med19	DDB_G0271246	96870
DDB_G0295817	DDB_G0295817	96873
DDB_G0290205	DDB_G0290205	99352
DDB_G0290229	DDB_G0290229	99357
DDB_G0280765	DDB_G0280765	99360
DDB_G0290771	DDB_G0290771	96890
rabG1	DDB_G0291738	96892
mybO	DDB_G0290787	96894
warA	DDB_G0291075	96898
DDB_G0285341	DDB_G0285341	99392
DDB_G0292234	DDB_G0292234	99404
fscC	DDB_G0292204	99405
DG1022	DDB_G0285421	99406
DDB_G0284841	DDB_G0284841	99410
DDB_G0283439	DDB_G0283439	99412
DDB_G0283719	DDB_G0283719	99413
rpkA	DDB_G0283615	99415
DDB_G0276265	DDB_G0276265	99418
DDB_G0284847	DDB_G0284847	99420
psiG-1	DDB_G0273389	96914
DDB_G0271786	DDB_G0271786	96919
DDB_G0285517	DDB_G0285517	99421
DDB_G0286055	DDB_G0286055	99423
DDB_G0288825	DDB_G0288825	99447
DDB_G0272586	DDB_G0272586	99460
DDB_G0287341	DDB_G0287341	99461
DDB_G0268814	DDB_G0268814	99463
ints7	DDB_G0284483	99465
DDB_G0274363	DDB_G0274363	99478
DDB_G0283999	DDB_G0283999	99491
DDB_G0283451	DDB_G0283451	99492
DDB_G0280281	DDB_G0280281	99500
tgrF1	DDB_G0292732	99504
elmoD	DDB_G0280943	99508
DDB_G0273125	DDB_G0273125	99531
DDB_G0273873	DDB_G0273873	99532
DDB_G0282895	DDB_G0282895	99535
coq4	DDB_G0292620	96941
DDB_G0278569	DDB_G0278569	96944
DDB_G0279453	DDB_G0279453	96947
csaA	DDB_G0289073	96959
DDB_G0280177	DDB_G0280177	96962
DDB_G0294611	DDB_G0294611	99538
gbfA	DDB_G0288755	99541
gxcA	DDB_G0277987	99548
DDB_G0268572	DDB_G0268572	99553
DDB_G0288693	DDB_G0288693	99564
DDB_G0271012	DDB_G0271012	96968
DDB_G0281705	DDB_G0281705	96285
xpnpep3	DDB_G0282075	96298
DDB_G0283129	DDB_G0283129	99572
DDB_G0285435	DDB_G0285435	99576
eIF3s1	DDB_G0287333	99600
DDB_G0277391	DDB_G0277391	99601
pspD	DDB_G0277379	99604
DDB_G0271910	DDB_G0271910	99608
DDB_G0272388	DDB_G0272388	99612
yelA	DDB_G0280047	96979
rhgB	DDB_G0280059	96981
DDB_G0273739	DDB_G0273739	99627
DDB_G0272666	DDB_G0272666	99631
DDB_G0279365	DDB_G0279365	96993
bzpL	DDB_G0284023	96995
DDB_G0282947	DDB_G0282947	99647
DDB_G0277663	DDB_G0277663	99651
corB	DDB_G0269388	99654
atg17	DDB_G0295673	99663
DDB_G0292252	DDB_G0292252	99674
DDB_G0281025	DDB_G0281025	99676
DDB_G0276127	DDB_G0276127	99692
fadA	DDB_G0285211	97022
enlA	DDB_G0276103	99698
DDB_G0276107	DDB_G0276107	99701
cnbA	DDB_G0267446	99718
DDB_G0278395	DDB_G0278395	99722
DDB_G0277255	DDB_G0277255	97023
DDB_G0275631	DDB_G0275631	97029
DDB_G0276489	DDB_G0276489	97036
DDB_G0286727	DDB_G0286727	99725
DDB_G0289269	DDB_G0289269	99726
DDB_G0283901	DDB_G0283901	99731
DDB_G0279619	DDB_G0279619	99735
DDB_G0272064	DDB_G0272064	99744
DDB_G0284355	DDB_G0284355	97049
DDB_G0278143	DDB_G0278143	97054
DDB_G0290291	DDB_G0290291	97058
DDB_G0282021	DDB_G0282021	99748
DDB_G0282783	DDB_G0282783	99749
DDB_G0286991	DDB_G0286991	99751
cyb5A	DDB_G0276033	99752
DDB_G0290959	DDB_G0290959	99756
fszA	DDB_G0277721	99758
DDB_G0268526	DDB_G0268526	99766
mybY	DDB_G0284399	97062
regA	DDB_G0284331	97064
DDB_G0283015	DDB_G0283015	97067
DDB_G0291854	DDB_G0291854	97073
hao	DDB_G0291814	97074
DDB_G0291486	DDB_G0291486	97075
DDB_G0291838	DDB_G0291838	97076
eb1	DDB_G0283607	99773
DDB_G0283983	DDB_G0283983	99774
DDB_G0268350	DDB_G0268350	99781
DDB_G0272458	DDB_G0272458	97082
DDB_G0272202	DDB_G0272202	97086
fpaA	DDB_G0269230	97089
DDB_G0273387	DDB_G0273387	97090
ndkC-1	DDB_G0273069	97095
DDB_G0273053	DDB_G0273053	99797
shmt2	DDB_G0291652	97107
DDB_G0272949	DDB_G0272949	99826
DDB_G0287873	DDB_G0287873	99830
DDB_G0268052	DDB_G0268052	99842
DDB_G0275971	DDB_G0275971	97109
polA2	DDB_G0282731	96307
DDB_G0281981	DDB_G0281981	96310
DDB_G0279823	DDB_G0279823	96317
colA	DDB_G0292696	96318
pctA	DDB_G0270298	96326
glkA	DDB_G0270218	96328
DDB_G0274731	DDB_G0274731	99857
tgrN1	DDB_G0272736	99859
DDB_G0274751	DDB_G0274751	99860
DDB_G0294621	DDB_G0294621	97128
yakA	DDB_G0283605	97131
DDB_G0283017	DDB_G0283017	97144
DDB_G0276317	DDB_G0276317	99869
osbL	DDB_G0291562	99878
DDB_G0283585	DDB_G0283585	99881
DDB_G0287171	DDB_G0287171	97160
DDB_G0280159	DDB_G0280159	99888
DDB_G0270150	DDB_G0270150	99889
DDB_G0279571	DDB_G0279571	99893
DDB_G0271402	DDB_G0271402	99895
DDB_G0281775	DDB_G0281775	99900
gacZ	DDB_G0269496	97170
DDB_G0294631	DDB_G0294631	97172
DDB_G0271610	DDB_G0271610	97178
DDB_G0292302	DDB_G0292302	99910
DDB_G0283793	DDB_G0283793	99916
DDB_G0282711	DDB_G0282711	99918
DDB_G0269460	DDB_G0269460	99925
DDB_G0268790	DDB_G0268790	99926
DDB_G0289741	DDB_G0289741	97180
DDB_G0269686	DDB_G0269686	97185
DDB_G0270918	DDB_G0270918	97186
DDB_G0284757	DDB_G0284757	99929
DDB_G0289017	DDB_G0289017	99931
DDB_G0272843	DDB_G0272843	99935
gtaN	DDB_G0287057	99939
dotA	DDB_G0271626	97190
DDB_G0268278	DDB_G0268278	97192
forJ	DDB_G0291378	97202
DDB_G0293930	DDB_G0293930	99951
agxt	DDB_G0289923	99972
DDB_G0289961	DDB_G0289961	99973
sevA	DDB_G0289327	99974
mppB	DDB_G0288777	97218
DDB_G0288751	DDB_G0288751	99985
DDB_G0276693	DDB_G0276693	99986
ints2	DDB_G0271040	99991
DDB_G0275287	DDB_G0275287	97228
DDB_G0280071	DDB_G0280071	97238
DDB_G0280069	DDB_G0280069	97239
DDB_G0292044	DDB_G0292044	100002
eppA	DDB_G0283327	97246
DDB_G0283271	DDB_G0283271	97248
psmC6	DDB_G0284517	97252
tgrD1	DDB_G0286825	100012
pyk3	DDB_G0289001	100013
DDB_G0279713	DDB_G0279713	97263
DDB_G0279701	DDB_G0279701	97265
DDB_G0294609	DDB_G0294609	97266
shkA	DDB_G0283267	96342
ints1	DDB_G0285393	100030
DDB_G0278621	DDB_G0278621	97274
pif1	DDB_G0277925	97281
xab2	DDB_G0277977	97283
ecmB	DDB_G0269132	97284
DDB_G0267762	DDB_G0267762	100035
DDB_G0282115	DDB_G0282115	100046
gemA	DDB_G0267830	100047
DDB_G0277787	DDB_G0277787	100057
DDB_G0277697	DDB_G0277697	100058
DDB_G0272406	DDB_G0272406	100061
DDB_G0286515	DDB_G0286515	97303
DDB_G0286925	DDB_G0286925	97308
sgkC	DDB_G0272350	100067
oxct	DDB_G0288105	100069
fimD	DDB_G0270762	100074
DDB_G0288203	DDB_G0288203	97312
DDB_G0277097	DDB_G0277097	97317
DDB_G0271860	DDB_G0271860	100077
DDB_G0293924	DDB_G0293924	100079
DDB_G0291285	DDB_G0291285	100080
colC	DDB_G0281507	100082
DDB_G0272845	DDB_G0272845	100086
tmem115	DDB_G0278061	97329
gdt6	DDB_G0270544	97331
med21	DDB_G0289339	100091
DDB_G0269374	DDB_G0269374	100099
DDB_G0285933	DDB_G0285933	100101
tbccd	DDB_G0281221	97351
DDB_G0285681	DDB_G0285681	97356
DDB_G0291598	DDB_G0291598	97364
alrE	DDB_G0285025	97365
DDB_G0284849	DDB_G0284849	97366
pkgD	DDB_G0284029	100116
DDB_G0288805	DDB_G0288805	100117
DDB_G0293826	DDB_G0293826	97368
DDB_G0293812	DDB_G0293812	97369
prpf3	DDB_G0274213	96361
hatB	DDB_G0282143	96363
plbB	DDB_G0271126	96364
sfbA	DDB_G0274107	96371
DDB_G0268280	DDB_G0268280	100146
DDB_G0277481	DDB_G0277481	97404
gpt10	DDB_G0281103	97408
cotA	DDB_G0276941	97410
DDB_G0277395	DDB_G0277395	97412
DDB_G0277429	DDB_G0277429	97415
DDB_G0284255	DDB_G0284255	97418
DDB_G0284325	DDB_G0284325	97421
DDB_G0285205	DDB_G0285205	97424
gacT	DDB_G0285163	97430
med17	DDB_G0279723	97438
DDB_G0279807	DDB_G0279807	97440
anapc4	DDB_G0285223	100160
DDB_G0292524	DDB_G0292524	97449
DDB_G0279561	DDB_G0279561	97453
DDB_G0289039	DDB_G0289039	97465
DDB_G0285807	DDB_G0285807	100174
DDB_G0285201	DDB_G0285201	97476
DDB_G0285081	DDB_G0285081	97479
DDB_G0284977	DDB_G0284977	97480
colD	DDB_G0284983	97485
DDB_G0276099	DDB_G0276099	97489
DDB_G0287911	DDB_G0287911	100176
DDB_G0274255	DDB_G0274255	100178
DDB_G0277777	DDB_G0277777	100179
DDB_G0267958	DDB_G0267958	97493
DDB_G0281521	DDB_G0281521	97505
fthS	DDB_G0290397	97516
dtymk	DDB_G0290033	97517
nxnA	DDB_G0269160	97523
gtaE	DDB_G0267640	96381
DDB_G0271308	DDB_G0271308	96382
DDB_G0271304	DDB_G0271304	96383
DDB_G0275063	DDB_G0275063	96385
ypel	DDB_G0267990	96394
DDB_G0267500	DDB_G0267500	96398
ChLim	DDB_G0267490	96403
hbx2	DDB_G0275173	96404
gtaJ	DDB_G0281829	97535
DDB_G0280457	DDB_G0280457	97536
ndufa9	DDB_G0272266	97564
DDB_G0285283	DDB_G0285283	97568
DDB_G0285539	DDB_G0285539	97569
gcdh	DDB_G0283411	97570
DDB_G0286541	DDB_G0286541	97574
DDB_G0284933	DDB_G0284933	97575
DDB_G0287573	DDB_G0287573	97578
DDB_G0287679	DDB_G0287679	97580
DDB_G0286543	DDB_G0286543	97583
DDB_G0269360	DDB_G0269360	97585
lig4	DDB_G0292760	97591
DDB_G0293058	DDB_G0293058	97600
DDB_G0291263	DDB_G0291263	97605
DDB_G0288489	DDB_G0288489	97608
DDB_G0292874	DDB_G0292874	96409
pex13	DDB_G0292870	96410
DDB_G0289695	DDB_G0289695	97620
DDB_G0282877	DDB_G0282877	97622
DDB_G0289703	DDB_G0289703	97624
DDB_G0289577	DDB_G0289577	97625
DDB_G0289517	DDB_G0289517	97631
DDB_G0287961	DDB_G0287961	97633
DDB_G0292464	DDB_G0292464	97652
rpl6	DDB_G0292460	97654
cnrM	DDB_G0288307	97659
catB	DDB_G0269108	97663
DDB_G0270220	DDB_G0270220	97668
acpB	DDB_G0272104	97675
DDB_G0272765	DDB_G0272765	97676
DDB_G0284909	DDB_G0284909	97686
DDB_G0276395	DDB_G0276395	97693
DDB_G0276473	DDB_G0276473	97694
DDB_G0290215	DDB_G0290215	97700
DDB_G0287257	DDB_G0287257	94410
omt1	DDB_G0271590	93495
DDB_G0279505	DDB_G0279505	93501
DDB_G0272038	DDB_G0272038	94413
DDB_G0283495	DDB_G0283495	94418
rad21	DDB_G0276977	94435
DDB_G0268320	DDB_G0268320	94442
abpB	DDB_G0279081	94447
guaB	DDB_G0283701	94457
DDB_G0280761	DDB_G0280761	94474
DDB_G0282113	DDB_G0282113	94502
DDB_G0295681	DDB_G0295681	94519
DDB_G0274897	DDB_G0274897	94526
DDB_G0271760	DDB_G0271760	94541
dynA	DDB_G0280435	94545
abcA3	DDB_G0293436	94555
DDB_G0284307	DDB_G0284307	93519
krsA	DDB_G0284181	93521
DDB_G0284063	DDB_G0284063	93523
DDB_G0285021	DDB_G0285021	94575
DDB_G0281279	DDB_G0281279	94592
DDB_G0287909	DDB_G0287909	94647
psmB6	DDB_G0267390	94661
DDB_G0268810	DDB_G0268810	94662
3B-1	DDB_G0272795	94667
DDB_G0291844	DDB_G0291844	94676
limE	DDB_G0279415	94684
abnA	DDB_G0270884	94694
DG1105	DDB_G0277843	93545
DDB_G0268786	DDB_G0268786	94700
DDB_G0269794	DDB_G0269794	94707
phg1c	DDB_G0290159	94710
crlF	DDB_G0290185	94711
lysS	DDB_G0281437	94722
trrA	DDB_G0280815	94744
krsB	DDB_G0267978	93560
dlpB	DDB_G0285931	93566
DDB_G0278461	DDB_G0278461	94775
DDB_G0283825	DDB_G0283825	94784
DDB_G0275773	DDB_G0275773	94789
mybB	DDB_G0275445	94790
DDB_G0289671	DDB_G0289671	94792
dcd2A	DDB_G0293538	94802
sbds	DDB_G0272324	94809
DDB_G0284401	DDB_G0284401	93580
DDB_G0270664	DDB_G0270664	94871
rtnlc	DDB_G0293088	94872
DDB_G0276791	DDB_G0276791	93591
DDB_G0273189	DDB_G0273189	94882
DDB_G0272254	DDB_G0272254	94884
DDB_G0283189	DDB_G0283189	94903
DDB_G0293644	DDB_G0293644	94916
mcfZ	DDB_G0293874	94919
DDB_G0287201	DDB_G0287201	94966
DDB_G0294629	DDB_G0294629	93608
DDB_G0285125	DDB_G0285125	94994
DDB_G0278265	DDB_G0278265	94995
DDB_G0277205	DDB_G0277205	93629
DDB_G0272182	DDB_G0272182	93382
DDB_G0274327	DDB_G0274327	95030
lrlA	DDB_G0286037	95036
DDB_G0284997	DDB_G0284997	95039
arcA	DDB_G0277825	95056
DDB_G0271990	DDB_G0271990	95063
DDB_G0273079	DDB_G0273079	95074
DDB_G0276567	DDB_G0276567	93631
DDB_G0276431	DDB_G0276431	93632
dst2	DDB_G0267730	93640
DDB_G0282033	DDB_G0282033	95079
DDB_G0268138	DDB_G0268138	95080
DDB_G0288299	DDB_G0288299	95090
DDB_G0273527	DDB_G0273527	95100
ssrp1	DDB_G0290331	95110
ddx3	DDB_G0283661	95112
poxA	DDB_G0277275	95122
gacK	DDB_G0285915	93648
DDB_G0275253	DDB_G0275253	95133
DDB_G0288055	DDB_G0288055	95153
pccB	DDB_G0276341	95166
DDB_G0286023	DDB_G0286023	93663
gnt9	DDB_G0268204	93669
DDB_G0268218	DDB_G0268218	95188
DDB_G0274153	DDB_G0274153	95193
gbpC	DDB_G0291079	95196
DDB_G0286959	DDB_G0286959	95204
DDB_G0277757	DDB_G0277757	95208
mkcD	DDB_G0277413	95210
gpgA	DDB_G0274125	93677
DDB_G0274847	DDB_G0274847	93688
DDB_G0275519	DDB_G0275519	95216
DDB_G0279385	DDB_G0279385	95233
DDB_G0270344	DDB_G0270344	95240
tom1	DDB_G0290163	95247
DDB_G0269400	DDB_G0269400	93698
sdhB	DDB_G0270120	93700
rps11	DDB_G0282601	95295
rps8	DDB_G0291864	95296
DDB_G0285851	DDB_G0285851	95312
usp40	DDB_G0289611	95315
DDB_G0289609	DDB_G0289609	95316
DDB_G0275737	DDB_G0275737	95323
kif1	DDB_G0290963	93725
DDB_G0291055	DDB_G0291055	93731
rpmA	DDB_G0267416	95344
rdiA	DDB_G0291077	95353
gacL	DDB_G0290891	95356
DDB_G0287193	DDB_G0287193	95376
DDB_G0269162	DDB_G0269162	95401
DDB_G0284365	DDB_G0284365	93737
DDB_G0283935	DDB_G0283935	93750
gpi	DDB_G0283673	93752
DDB_G0277217	DDB_G0277217	95423
pgmA	DDB_G0288483	95458
DDB_G0293412	DDB_G0293412	93771
DDB_G0270692	DDB_G0270692	93391
DDB_G0287633	DDB_G0287633	95477
DDB_G0286817	DDB_G0286817	95497
DDB_G0282491	DDB_G0282491	95519
mhkD	DDB_G0282489	95520
DDB_G0284251	DDB_G0284251	95528
rplP0	DDB_G0286501	95530
erkB	DDB_G0283903	93783
CYP51	DDB_G0279403	93794
wdr91	DDB_G0268084	95539
DDB_G0287149	DDB_G0287149	95543
DDB_G0293442	DDB_G0293442	95548
DDB_G0293480	DDB_G0293480	95550
DDB_G0285581	DDB_G0285581	95562
spkA-1	DDB_G0273445	95570
DDB_G0284641	DDB_G0284641	95588
DDB_G0283285	DDB_G0283285	95594
DDB_G0278691	DDB_G0278691	95597
DDB_G0292624	DDB_G0292624	95599
mon2	DDB_G0271398	93806
clcA	DDB_G0294096	93809
DDB_G0281067	DDB_G0281067	95627
DDB_G0273205	DDB_G0273205	95640
DDB_G0268010	DDB_G0268010	95641
fip-1	DDB_G0273107	93827
DDB_G0276541	DDB_G0276541	95677
DDB_G0288819	DDB_G0288819	95681
DDB_G0279461	DDB_G0279461	95683
roco6	DDB_G0279417	95686
DDB_G0293392	DDB_G0293392	93840
DDB_G0280285	DDB_G0280285	95711
nagD	DDB_G0287659	93851
DDB_G0280111	DDB_G0280111	95721
DDB_G0288109	DDB_G0288109	93865
DDB_G0268156	DDB_G0268156	95750
ugt52	DDB_G0288655	95768
cprB	DDB_G0279799	95775
DDB_G0279813	DDB_G0279813	95777
DDB_G0283475	DDB_G0283475	95779
bkdC	DDB_G0281797	93881
DDB_G0278125	DDB_G0278125	95807
glnA3	DDB_G0279591	93892
maf1	DDB_G0278673	93893
rpl31	DDB_G0279061	95827
DDB_G0282995	DDB_G0282995	95828
DDB_G0274703	DDB_G0274703	93901
DDB_G0275871	DDB_G0275871	93905
pldA	DDB_G0281031	95839
DDB_G0271900	DDB_G0271900	95848
DDB_G0270330	DDB_G0270330	93912
gtf2a2	DDB_G0285343	93915
gpmA	DDB_G0285311	93916
DDB_G0271816	DDB_G0271816	95857
hd	DDB_G0272344	95859
DDB_G0268520	DDB_G0268520	95866
DDB_G0276221	DDB_G0276221	93925
DDB_G0276361	DDB_G0276361	93932
syn10	DDB_G0284385	93942
DDB_G0286143	DDB_G0286143	95899
DG1062	DDB_G0286351	95900
erg24	DDB_G0284407	93952
cbpM	DDB_G0286371	95912
DDB_G0286235	DDB_G0286235	93972
DDB_G0271852	DDB_G0271852	95921
DDB_G0292640	DDB_G0292640	95934
DDB_G0272486	DDB_G0272486	95946
DDB_G0290887	DDB_G0290887	93986
DDB_G0283943	DDB_G0283943	93993
DDB_G0279225	DDB_G0279225	94001
gnrB	DDB_G0291536	95982
DDB_G0292312	DDB_G0292312	95983
glud2	DDB_G0280319	94010
DDB_G0288951	DDB_G0288951	95997
nagB1	DDB_G0286195	94025
mkcE	DDB_G0281649	96000
DDB_G0292648	DDB_G0292648	96005
dlrA	DDB_G0290485	96020
gtf3c5	DDB_G0289935	96022
DDB_G0274317	DDB_G0274317	96027
dpiA	DDB_G0274315	96028
pyd1	DDB_G0267966	94040
tsuA	DDB_G0267962	94041
cct7	DDB_G0291225	94043
lysA	DDB_G0276797	94046
DDB_G0276583	DDB_G0276583	94048
DDB_G0276633	DDB_G0276633	94050
DDB_G0293934	DDB_G0293934	96050
DDB_G0267514	DDB_G0267514	96054
srfD	DDB_G0283483	96067
DDB_G0282943	DDB_G0282943	94071
DDB_G0282583	DDB_G0282583	94082
DDB_G0278819	DDB_G0278819	93425
metS	DDB_G0279113	93429
DDB_G0282959	DDB_G0282959	93437
empD	DDB_G0277923	94091
DDB_G0293542	DDB_G0293542	96115
rab2B	DDB_G0272138	96118
DDB_G0272861	DDB_G0272861	96120
DDB_G0275145	DDB_G0275145	94109
sf3b1	DDB_G0275957	96126
DDB_G0290075	DDB_G0290075	94116
DDB_G0280357	DDB_G0280357	96142
DDB_G0281151	DDB_G0281151	94141
kif3	DDB_G0280967	94142
vps13A	DDB_G0286725	94146
DDB_G0292350	DDB_G0292350	96158
gxcN	DDB_G0277017	96166
DDB_G0293244	DDB_G0293244	94161
DDB_G0286089	DDB_G0286089	96169
mhkA	DDB_G0291231	94172
DDB_G0275159	DDB_G0275159	93443
ccdc124	DDB_G0289893	93446
DDB_G0274339	DDB_G0274339	93449
rnf160	DDB_G0274875	93458
DDB_G0274475	DDB_G0274475	93461
DDB_G0291904	DDB_G0291904	96171
DDB_G0277383	DDB_G0277383	94190
ppa1	DDB_G0284265	94197
elmoE	DDB_G0279657	94211
rad4	DDB_G0292296	94215
eif2s3	DDB_G0278967	94221
memo1	DDB_G0284869	94236
DDB_G0287677	DDB_G0287677	94241
DDB_G0279637	DDB_G0279637	94260
lvsG	DDB_G0268088	94261
vatD-1	DDB_G0273071	96211
DDB_G0276263	DDB_G0276263	94265
DDB_G0271372	DDB_G0271372	93469
DDB_G0268264	DDB_G0268264	93471
captB	DDB_G0278947	94272
psmA6	DDB_G0278847	94275
DDB_G0290337	DDB_G0290337	94279
DDB_G0293308	DDB_G0293308	94318
mleuS	DDB_G0291346	94325
gins3	DDB_G0291506	94329
DDB_G0279843	DDB_G0279843	94334
DDB_G0293378	DDB_G0293378	93483
rfa1	DDB_G0289513	94345
nae1	DDB_G0287965	94352
DDB_G0287717	DDB_G0287717	94354
rcdII	DDB_G0284041	94376
DDB_G0280209	DDB_G0280209	94382
DDB_G0288697	DDB_G0288697	94383
psmD4	DDB_G0275775	44919
rps6	DDB_G0280823	44938
DDB_G0278499	DDB_G0278499	44948
DDB_G0279255	DDB_G0279255	44952
eIF1	DDB_G0274239	44503
DDB_G0283293	DDB_G0283293	47368
DDB_G0285903	DDB_G0285903	44520
pheSA	DDB_G0287141	47397
vatA	DDB_G0287127	47400
lsm4	DDB_G0287053	47407
purH	DDB_G0277087	47411
DDB_G0276855	DDB_G0276855	47412
DDB_G0276075	DDB_G0276075	47436
fnkB	DDB_G0267934	47438
DDB_G0267924	DDB_G0267924	47441
DDB_G0286137	DDB_G0286137	47448
purA	DDB_G0285429	47452
tpsC	DDB_G0290405	47494
docA	DDB_G0291974	47503
rps15a	DDB_G0276457	47510
DDB_G0276549	DDB_G0276549	47518
DDB_G0276305	DDB_G0276305	47524
DDB_G0293982	DDB_G0293982	47540
psiC	DDB_G0290245	47551
culA	DDB_G0291972	44981
DDB_G0280181	DDB_G0280181	44993
sec61a	DDB_G0278885	47601
rps28	DDB_G0285597	47614
DDB_G0269560	DDB_G0269560	47628
fcsA	DDB_G0269242	47629
pckA	DDB_G0271678	47664
thfA	DDB_G0277725	47694
DDB_G0277789	DDB_G0277789	47696
uroc1	DDB_G0277727	47700
DDB_G0283067	DDB_G0283067	47703
arl8	DDB_G0283525	44998
proS	DDB_G0284197	45022
psmB7	DDB_G0283679	45029
limF	DDB_G0275157	45032
DDB_G0283681	DDB_G0283681	45033
ctsD	DDB_G0279411	47729
DDB_G0277047	DDB_G0277047	47751
argJ	DDB_G0291916	47757
DDB_G0287037	DDB_G0287037	47784
DDB_G0281925	DDB_G0281925	47799
DDB_G0282313	DDB_G0282313	47801
cycC	DDB_G0274139	47824
psmB1	DDB_G0272969	45058
DDB_G0287927	DDB_G0287927	47864
atp7a	DDB_G0284141	47891
copB	DDB_G0284735	47895
DDB_G0279275	DDB_G0279275	47902
phr2AB	DDB_G0283905	47905
manF	DDB_G0287231	47917
DDB_G0287621	DDB_G0287621	47921
abpA	DDB_G0268632	47922
DDB_G0269968	DDB_G0269968	47938
cafA	DDB_G0277827	47964
rabC	DDB_G0271736	47972
DDB_G0276579	DDB_G0276579	47974
DDB_G0276657	DDB_G0276657	47976
pah	DDB_G0278781	48007
aco2	DDB_G0278779	48011
ap1b1	DDB_G0279141	48016
DDB_G0278507	DDB_G0278507	45073
DDB_G0282673	DDB_G0282673	45078
sodA	DDB_G0267420	45088
iplA	DDB_G0292564	45096
DDB_G0279583	DDB_G0279583	48051
psmB3	DDB_G0269772	48061
DDB_G0268966	DDB_G0268966	48065
DDB_G0275179	DDB_G0275179	48090
DDB_G0293216	DDB_G0293216	48119
vps35	DDB_G0293218	48120
DDB_G0281235	DDB_G0281235	48138
rpl37A	DDB_G0281093	48145
adh5	DDB_G0281865	48169
gluA	DDB_G0292810	48170
CAX1	DDB_G0279301	45117
DDB_G0268076	DDB_G0268076	45123
aco1	DDB_G0279159	45137
rps21	DDB_G0293700	48207
DDB_G0270422	DDB_G0270422	48214
DDB_G0279183	DDB_G0279183	48233
DDB_G0283821	DDB_G0283821	48249
ercc4	DDB_G0284419	48253
dng1	DDB_G0284411	48259
DDB_G0278127	DDB_G0278127	48272
gefQ	DDB_G0289665	48303
DDB_G0267868	DDB_G0267868	48322
psmA7	DDB_G0272831	48337
DDB_G0283847	DDB_G0283847	48369
DDB_G0293858	DDB_G0293858	45148
mhsp70	DDB_G0293298	45156
gxcJ	DDB_G0293978	45161
coaA	DDB_G0293898	45162
DDB_G0293984	DDB_G0293984	45165
prdx4	DDB_G0274859	48385
DDB_G0274695	DDB_G0274695	48387
rpl32	DDB_G0271976	48405
phbA	DDB_G0290123	48413
DDB_G0288155	DDB_G0288155	48414
pgkA	DDB_G0287595	48421
ubcB	DDB_G0284865	48481
dtd	DDB_G0291273	48492
masA	DDB_G0275887	48509
sdhA	DDB_G0280535	48520
DDB_G0290593	DDB_G0290593	48521
DDB_G0280575	DDB_G0280575	48523
